,ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response
3864,12115041,1963,Undergraduate,Divorced,109179.6,0,0,2014-01-29,23,734,55,160,37,0,35,5,7,1,4,4,0,0,0,0,1,0,0
3865,1935425,1957,Undergraduate,Together,11430.8,1,1,2013-08-26,46,0,0,26,6,0,27,3,2,0,3,6,1,0,0,0,0,0,0
3866,3905440,1990,Graduate,Married,98079.4,0,0,2012-07-30,74,910,80,37,210,16,158,1,7,5,11,4,0,1,1,1,1,0,1
3867,10889015,1967,Postgraduate,Together,102182.5,0,1,2014-04-14,45,789,6,104,11,0,35,1,8,2,6,6,0,0,0,0,0,0,1
3868,2841627,1982,Graduate,Single,100498.3,0,1,2012-12-11,29,724,76,17,34,0,47,1,3,4,10,2,0,0,0,0,0,0,0
3869,14330092,1970,Undergraduate,Married,81602.5,1,0,2013-07-03,68,23,0,0,16,0,1,5,2,1,3,6,0,0,0,0,0,0,0
3870,10006583,1980,Postgraduate,Widow,90084.9,0,0,2012-09-03,0,302,114,74,40,24,326,1,7,9,8,3,0,0,1,1,0,0,1
3871,8307594,1976,Undergraduate,Together,111105.1,0,0,2013-10-14,99,5,28,580,144,21,99,3,14,5,13,3,0,0,0,0,0,0,0
3872,13518666,1994,Graduate,Together,94027.5,0,0,2014-06-12,95,379,45,99,42,0,61,1,3,5,13,3,0,0,0,0,0,0,0
3873,5261527,1980,Graduate,Together,82993.9,0,0,2012-09-20,21,91,77,117,70,0,328,3,8,3,5,4,0,0,0,0,0,0,0
3874,8680356,1961,Postgraduate,Divorced,30225.5,1,0,2013-07-26,87,753,23,153,37,10,152,1,5,1,5,5,0,0,0,0,0,0,0
3875,4821327,1968,Graduate,Married,101944.6,0,1,2013-06-03,32,774,25,472,111,7,35,3,8,3,11,1,0,1,0,1,0,0,1
3876,9491393,1962,Graduate,Married,90040.0,0,0,2013-05-18,98,0,7,80,35,1,71,4,3,0,7,11,0,0,0,0,0,0,0
3877,4902344,1963,Postgraduate,Together,85985.5,0,1,2013-06-17,68,1492,28,845,109,5,102,1,9,12,12,6,0,1,0,1,0,0,1
3878,10536837,1974,Graduate,Divorced,39616.5,1,0,2013-11-11,58,0,12,0,42,8,26,3,2,1,3,7,0,0,0,0,0,0,0
3879,16406013,1956,Undergraduate,Divorced,105918.1,1,0,2013-08-20,76,505,97,397,259,17,126,1,13,3,6,7,0,0,0,0,0,0,1
3880,9590569,1974,Postgraduate,Married,94103.8,1,0,2014-01-26,51,1121,5,43,32,8,25,5,6,2,13,5,0,0,0,0,0,0,0
3881,3682856,1973,Postgraduate,Married,95863.4,0,0,2014-06-29,46,310,6,66,38,183,134,3,1,3,8,6,0,0,0,0,0,0,0
3882,12631517,1959,Postgraduate,Widow,10562.6,2,1,2012-08-29,64,0,7,0,8,2,28,4,3,1,10,6,0,0,0,0,0,0,0
3883,3868490,1975,Graduate,Together,9733.4,1,0,2013-01-15,23,0,5,0,10,0,19,2,2,1,3,8,0,0,0,0,0,0,0
3884,14917623,1979,Graduate,Divorced,80735.1,0,0,2013-08-09,39,812,14,45,68,8,37,1,12,4,6,5,0,0,0,0,0,0,0
3885,6182265,1973,Graduate,Together,45369.3,1,1,2013-11-27,90,0,12,0,0,0,62,2,9,0,3,6,0,0,0,0,0,0,0
3886,7082873,1953,Graduate,Together,81782.9,0,0,2012-08-26,2,1492,29,0,20,131,52,2,5,7,9,4,1,0,1,1,0,0,0
3887,5827633,1996,Postgraduate,Married,81688.1,1,0,2014-04-26,31,0,14,245,28,58,144,3,9,2,6,4,0,0,0,0,0,0,0
3888,5749855,1996,Graduate,Single,83802.7,1,1,2012-09-28,8,16,28,0,146,0,81,1,3,2,5,6,0,0,0,0,0,0,0
3889,11345914,1992,Undergraduate,Divorced,10377.9,1,0,2013-06-19,45,0,0,0,15,0,6,2,2,0,3,7,0,0,0,0,0,0,0
3890,6164669,1978,Undergraduate,Together,69149.1,0,1,2013-08-03,70,178,72,308,43,50,33,1,3,8,9,4,0,0,0,0,0,0,0
3891,7019243,1983,Graduate,Together,5620.0,1,1,2014-01-06,45,0,0,0,10,0,14,3,2,1,3,7,0,0,0,0,0,0,0
3892,13417584,1959,Postgraduate,Together,104562.5,0,1,2013-09-12,55,105,27,136,37,2,18,3,12,0,5,4,0,0,0,0,0,0,0
3893,15974914,1994,Postgraduate,Together,96472.9,0,0,2012-08-12,77,174,79,390,38,105,161,4,2,0,4,6,0,0,0,0,0,0,0
3894,5823777,1967,Graduate,Divorced,55909.9,0,1,2012-07-30,66,1055,11,0,17,0,227,1,2,1,7,7,0,0,0,0,0,0,0
3895,7624037,1965,Graduate,Married,69916.0,0,1,2014-02-24,50,3,32,35,12,8,109,1,3,4,6,7,0,0,0,0,0,0,0
3896,11548446,1960,Graduate,Single,110850.8,0,0,2012-07-30,99,658,61,418,37,17,227,1,8,8,9,4,0,0,1,1,0,0,1
3897,5314214,1967,Graduate,Single,86144.7,1,0,2014-01-07,99,618,57,537,118,0,19,2,9,1,8,5,0,1,0,1,0,0,0
3898,6037088,1959,Graduate,Together,90874.8,0,1,2013-06-02,65,0,4,0,42,0,0,2,4,1,7,8,0,1,0,0,0,0,0
3899,9492478,1950,Undergraduate,Divorced,40394.8,1,0,2013-11-23,97,0,0,0,44,9,10,5,12,4,3,5,0,0,0,0,0,0,0
3900,15303295,1986,Graduate,Divorced,52902.9,0,1,2012-07-30,9,89,1,0,147,0,59,1,5,7,9,4,1,0,0,0,0,0,0
3901,16257830,1978,Graduate,Single,115524.4,2,0,2013-06-09,62,461,199,50,259,32,328,1,4,8,11,3,0,1,1,1,0,0,1
3902,5584387,1975,Postgraduate,Widow,67540.2,0,0,2014-03-19,37,0,23,0,12,4,26,1,4,2,9,6,0,0,0,0,0,0,0
3903,7254437,1972,Postgraduate,Together,28845.3,1,1,2012-08-28,97,0,0,0,5,7,14,2,1,1,4,6,1,0,0,0,0,0,0
3904,4776296,1976,Postgraduate,Together,48447.4,1,0,2013-06-10,81,0,38,0,7,0,57,1,3,2,4,10,0,0,0,0,0,1,1
3905,3497137,1984,Postgraduate,Single,68953.1,0,0,2013-12-22,0,20,199,433,22,0,46,1,7,2,9,4,1,1,0,0,0,0,0
3906,11686524,1988,Graduate,Together,85716.8,0,0,2013-05-11,60,0,32,337,87,0,148,1,9,2,10,1,0,1,0,1,0,0,1
3907,3998143,1981,Graduate,Together,72788.3,0,0,2013-02-02,43,0,8,0,69,0,167,1,3,1,10,7,0,0,0,0,0,0,0
3908,14864974,1964,Graduate,Married,114244.3,0,0,2013-05-18,48,1271,199,546,146,113,177,1,7,5,7,4,0,1,1,1,0,0,1
3909,5667365,1964,Postgraduate,Together,111795.1,2,0,2012-11-30,99,383,96,133,109,90,148,1,4,9,9,4,0,0,1,0,0,0,0
3910,15323637,1978,Postgraduate,Together,68038.2,1,0,2012-08-23,18,0,1,0,15,0,0,3,1,1,3,7,0,0,0,0,0,0,0
3911,2791790,1995,Postgraduate,Single,42199.5,1,0,2012-11-28,80,215,86,0,52,0,39,3,3,3,3,5,0,1,0,0,0,0,0
3912,8052136,1984,Graduate,Single,111673.5,0,0,2014-01-01,99,702,72,277,174,8,45,4,9,7,6,3,0,0,1,0,0,0,0
3913,13763754,1971,Postgraduate,Together,101523.6,0,0,2012-11-14,40,874,38,453,43,75,25,1,9,5,5,8,0,0,0,1,0,0,0
3914,13993656,1954,Graduate,Together,107007.6,0,0,2013-04-24,55,1492,8,0,35,155,177,1,9,6,8,4,0,1,0,1,0,0,1
3915,104024,1973,Postgraduate,Together,103989.3,1,0,2012-12-08,99,0,5,25,14,4,69,1,2,3,11,8,0,0,0,0,0,0,0
3916,13007162,1996,Graduate,Single,25309.8,1,0,2013-12-10,44,125,3,93,15,0,7,1,2,1,0,5,0,0,0,0,0,0,0
3917,13026499,1959,Graduate,Together,79927.4,0,0,2013-06-27,52,1005,111,192,16,41,144,1,8,5,4,3,0,0,0,0,0,0,0
3918,8470026,1992,Undergraduate,Married,108208.8,0,0,2013-10-25,93,619,106,126,39,0,144,1,5,8,5,6,0,1,1,0,0,0,1
3919,9691465,1985,Graduate,Married,80465.3,1,0,2013-05-29,67,1050,1,0,53,50,163,4,9,8,4,4,0,0,0,0,0,0,0
3920,12299834,1962,Postgraduate,Together,38981.6,1,0,2013-08-09,87,0,0,0,0,0,5,3,1,1,2,7,0,0,0,0,0,0,0
3921,9292124,1979,Graduate,Divorced,79595.0,0,1,2012-12-09,94,0,69,0,13,7,19,4,2,5,6,5,0,0,0,0,0,0,1
3922,14032585,1986,Graduate,Together,26856.9,1,0,2013-03-05,99,0,0,55,11,0,7,3,3,3,3,3,0,0,0,0,0,0,0
3923,3315266,1971,Undergraduate,Together,70392.2,1,0,2013-05-10,87,0,5,0,3,0,29,2,8,0,3,6,0,0,0,0,0,0,0
3924,9412707,1975,Graduate,Together,1730.0,1,0,2013-09-14,33,0,5,0,16,7,24,3,10,0,3,6,0,0,0,0,0,0,0
3925,8130615,1963,Postgraduate,Single,63412.2,1,1,2013-02-07,99,0,0,0,7,0,20,4,7,1,3,8,0,0,0,0,0,0,0
3926,14966534,1986,Graduate,Single,72051.2,0,0,2014-04-27,54,763,10,75,122,0,8,1,3,1,3,8,0,0,0,0,0,0,0
3927,9401097,1974,Undergraduate,Single,79413.1,0,0,2012-10-03,9,695,142,10,8,4,0,1,3,3,6,3,0,0,0,0,0,0,0
3928,13130501,1951,Postgraduate,Single,98115.3,1,0,2013-02-01,34,1419,3,0,48,0,26,1,3,1,3,5,0,0,0,0,0,0,0
3929,13596570,1956,Undergraduate,Married,79973.4,0,1,2013-11-05,0,499,36,370,34,39,288,2,5,3,12,7,0,0,0,0,0,0,0
3930,4223196,1957,Postgraduate,Married,111432.4,0,0,2012-07-30,0,1118,33,169,102,140,43,1,7,6,11,3,0,0,0,1,1,0,0
3931,8526947,1964,Postgraduate,Divorced,68650.9,2,0,2012-12-10,50,0,1,0,5,0,11,0,1,0,3,7,0,0,0,0,0,0,0
3932,8034672,1950,Graduate,Together,106782.5,0,2,2013-02-09,0,141,179,214,190,0,171,1,7,4,13,5,0,0,1,1,0,0,1
3933,15201300,1967,Postgraduate,Together,107039.1,1,1,2012-11-09,99,572,118,500,148,4,48,3,5,3,13,8,0,0,0,0,0,0,0
3934,8137758,1961,Undergraduate,Married,38663.6,1,0,2013-05-29,72,0,0,0,2,0,0,1,2,0,3,7,0,0,0,0,0,0,0
3935,13350884,1988,Graduate,Together,104793.0,1,0,2014-06-29,77,8,5,11,5,6,107,3,3,1,4,5,0,1,0,0,0,0,0
3936,15642391,1953,Undergraduate,Together,77937.7,0,1,2013-10-31,48,1412,31,631,47,21,149,1,8,8,13,5,0,1,0,0,0,0,0
3937,5292998,1983,Graduate,Together,56110.2,1,1,2013-05-09,21,0,9,0,15,1,16,3,0,0,5,7,0,0,0,0,0,0,0
3938,4494026,1963,Graduate,Together,1730.0,1,0,2014-03-31,58,0,0,0,6,0,0,3,2,0,4,5,0,0,0,0,0,0,0
3939,6757099,1978,Graduate,Single,29591.8,1,1,2012-12-01,80,0,0,0,7,4,0,6,2,0,2,7,0,0,0,0,0,0,0
3940,15865501,1954,Undergraduate,Divorced,105581.4,0,0,2012-07-30,4,1088,108,692,79,59,286,1,7,14,11,5,0,0,1,1,0,0,0
3941,12076274,1990,Undergraduate,Married,94386.6,1,0,2014-06-29,99,0,8,49,1,0,17,1,7,0,4,7,0,0,0,0,0,0,0
3942,1771587,1962,Postgraduate,Widow,52626.5,0,1,2012-11-05,22,112,70,39,38,0,19,2,3,0,3,7,0,0,0,0,0,0,0
3943,13210801,1966,Graduate,Married,106904.6,0,0,2013-02-17,99,1430,128,97,57,39,50,1,7,6,6,6,0,1,0,0,0,0,1
3944,8706483,1976,Graduate,Single,91850.9,0,0,2014-06-19,50,607,60,74,32,0,58,3,8,2,3,3,0,0,0,0,0,0,0
3945,11031256,1974,Graduate,Together,78355.7,0,2,2013-12-08,42,63,0,354,5,0,59,1,12,6,10,4,0,0,0,0,1,0,1
3946,6503050,1960,Graduate,Divorced,92472.5,0,0,2012-09-22,65,614,2,0,95,30,45,1,3,7,6,5,1,1,0,0,1,0,0
3947,8471223,1985,Graduate,Together,32485.6,1,1,2013-11-13,67,0,0,0,26,0,5,2,2,1,3,6,0,0,0,0,0,0,0
3948,9391852,1979,Postgraduate,Married,104605.4,0,0,2013-01-01,3,400,11,38,96,0,158,1,7,3,10,5,0,0,0,1,0,0,0
3949,1594074,1972,Undergraduate,Divorced,85986.2,0,0,2013-04-24,10,400,199,468,259,3,125,1,2,8,5,3,0,0,0,0,0,0,0
3950,14379183,1974,Graduate,Single,44600.4,1,0,2014-06-11,28,22,0,0,0,0,7,1,3,1,5,6,0,0,0,0,0,0,0
3951,7588019,1978,Postgraduate,Married,99812.4,0,0,2013-01-31,99,0,91,0,149,0,148,2,12,1,10,7,0,0,0,0,0,0,0
3952,1092563,1965,Undergraduate,Divorced,13381.2,1,0,2014-01-13,96,0,0,13,3,0,0,2,2,1,4,7,0,0,0,0,0,0,0
3953,6084885,1977,Graduate,Married,100001.9,1,0,2013-09-04,0,227,31,279,52,41,59,1,10,3,13,6,0,0,0,0,0,0,0
3954,14313481,1965,Postgraduate,Single,108262.3,0,1,2013-02-23,90,1191,199,28,6,60,81,3,0,3,10,5,0,0,0,0,0,0,1
3955,10358880,1971,Postgraduate,Single,91105.1,0,1,2012-07-30,40,0,2,0,50,0,1,4,3,1,5,3,0,0,0,0,0,0,1
3956,14439361,1972,Undergraduate,Together,47325.9,1,1,2012-10-07,98,57,4,113,2,1,1,3,14,1,5,5,0,0,0,0,0,0,0
3957,2067360,1959,Graduate,Together,70161.6,1,0,2014-01-13,84,360,1,10,4,0,41,4,3,1,3,6,0,0,0,0,0,0,0
3958,11643310,1976,Graduate,Married,45653.4,1,1,2013-03-23,28,15,8,141,34,0,52,2,7,1,4,4,0,0,0,0,0,0,0
3959,4069257,1974,Graduate,Divorced,90973.5,0,1,2012-08-11,20,90,8,196,124,4,90,2,6,1,11,10,0,0,0,0,0,0,0
3960,2483628,1975,Graduate,Together,91677.2,1,1,2013-09-13,93,0,5,0,7,0,5,1,3,1,1,7,0,1,0,0,0,0,0
3961,1965975,1982,Graduate,Married,83972.4,0,0,2012-12-19,99,119,13,153,29,6,113,1,11,3,10,8,0,0,0,0,0,0,0
3962,10093558,1962,Graduate,Together,97883.8,0,0,2012-09-07,86,1145,22,760,0,123,161,1,6,6,7,4,0,0,0,0,0,0,1
3963,5029099,1985,Graduate,Together,99382.2,0,0,2014-04-17,78,1492,31,328,259,4,62,1,4,4,10,4,0,0,0,1,0,0,0
3964,14888109,1994,Undergraduate,Married,52132.0,1,0,2013-02-26,38,3,124,131,0,6,144,1,3,2,5,4,0,0,0,0,0,0,0
3965,1805607,1956,Graduate,Married,41369.1,0,0,2013-02-19,60,1154,0,0,43,62,240,4,6,3,7,5,1,0,0,0,0,0,0
3966,1875908,1974,Graduate,Married,100032.3,0,0,2013-06-25,0,589,199,156,7,0,332,1,8,5,8,5,0,0,0,1,0,0,0
3967,3406537,1969,Graduate,Together,111764.3,0,0,2013-02-21,99,35,56,0,10,38,95,1,12,6,7,4,0,1,1,0,1,0,1
3968,13858873,1974,Postgraduate,Married,81237.7,0,0,2013-04-10,45,0,60,273,37,0,90,4,5,1,4,7,0,0,1,0,0,0,0
3969,12260301,1977,Graduate,Together,61224.8,1,1,2014-02-17,97,256,9,0,11,3,23,3,1,1,2,7,0,0,0,0,0,0,0
3970,1479482,1965,Graduate,Single,90533.5,1,0,2013-07-13,49,0,1,0,17,0,29,3,4,1,3,8,0,0,0,0,0,0,0
3971,6301883,1967,Graduate,Single,62295.5,0,0,2014-02-07,76,815,30,10,0,0,15,3,2,1,5,4,1,0,0,0,0,0,0
3972,265429,1954,Postgraduate,Single,38323.8,0,1,2013-07-13,58,405,2,0,30,0,27,1,10,2,12,4,0,0,0,0,0,0,0
3973,14352154,1985,Postgraduate,Married,25463.6,1,0,2013-09-23,59,8,0,0,6,0,57,3,3,1,1,7,0,0,0,1,0,0,0
3974,7046589,1994,Graduate,Single,102002.7,0,0,2014-01-13,25,590,39,278,86,6,73,1,6,3,5,3,1,1,1,1,0,0,1
3975,12612364,1959,Postgraduate,Together,110850.9,0,0,2013-01-17,2,590,24,320,50,0,113,1,5,6,8,5,0,1,1,0,0,0,0
3976,11939954,1975,Undergraduate,Single,30837.3,1,0,2013-10-28,25,7,0,0,1,0,11,3,2,1,4,9,0,0,0,0,0,0,0
3977,13754939,1951,Postgraduate,Together,17633.3,0,1,2013-01-05,11,49,0,27,10,0,34,3,2,0,3,5,0,0,0,0,0,0,0
3978,16711282,1970,Undergraduate,Divorced,71050.7,1,1,2012-08-27,88,0,6,0,7,0,30,2,2,1,3,8,0,0,0,0,0,1,0
3979,7445822,1965,Postgraduate,Single,56787.9,1,1,2012-10-24,78,0,4,0,7,2,20,3,2,1,3,5,1,0,0,0,0,0,0
3980,14126376,1987,Postgraduate,Together,101821.5,0,0,2013-05-15,6,715,38,0,16,75,54,1,6,7,10,4,0,0,0,0,0,0,1
3981,16676447,1965,Postgraduate,Married,26068.7,1,1,2012-10-17,20,0,7,0,0,0,0,3,2,1,3,6,0,0,0,0,1,0,0
3982,1524817,1969,Undergraduate,Together,11502.6,1,1,2014-03-27,91,0,0,15,13,2,0,3,2,1,3,7,0,0,0,0,0,0,0
3983,2768178,1988,Postgraduate,Married,27848.3,0,0,2013-06-01,40,734,122,67,42,0,18,4,10,3,12,5,0,0,0,0,0,0,0
3984,7575297,1969,Graduate,Married,60949.5,0,1,2013-03-31,17,0,2,0,21,0,0,1,3,1,4,4,0,0,0,0,0,0,0
3985,10536885,1982,Graduate,Together,84877.2,0,0,2012-08-25,85,356,55,35,170,24,130,1,4,2,11,4,0,1,0,0,0,0,1
3986,12731546,1996,Graduate,Divorced,61316.8,0,2,2012-08-11,99,690,5,503,202,146,107,3,5,3,10,4,1,0,0,0,0,0,0
3987,11035259,1964,Graduate,Married,33637.7,1,1,2014-02-07,0,0,7,0,3,0,16,2,0,0,3,6,0,0,0,0,0,0,0
3988,7618670,1987,Graduate,Divorced,112798.8,0,0,2012-07-30,94,130,125,0,27,22,163,1,6,6,9,7,0,0,0,0,0,0,0
3989,7701146,1994,Undergraduate,Single,55939.5,0,0,2013-12-28,92,0,20,16,44,0,121,3,2,0,3,6,0,0,0,0,0,0,0
3990,12196140,1975,Undergraduate,Married,18141.0,1,0,2014-03-12,13,3,11,6,14,0,0,2,2,1,3,8,0,0,0,0,0,0,0
3991,6161738,1957,Postgraduate,Together,104168.2,0,1,2013-04-20,65,1138,29,0,20,27,75,1,5,3,12,5,0,0,0,0,1,0,1
3992,15878631,1982,Undergraduate,Single,93340.1,0,0,2012-11-11,35,493,8,88,17,0,92,4,2,2,3,9,0,0,0,1,0,0,0
3993,16299152,1965,Postgraduate,Divorced,51413.0,1,0,2012-09-22,38,0,6,0,12,1,17,2,1,0,3,6,0,0,0,0,0,1,0
3994,4316799,1981,Graduate,Single,42981.3,1,0,2012-09-25,36,0,13,139,11,6,29,3,2,1,3,6,0,0,0,0,0,0,0
3995,5947957,1973,Graduate,Married,41142.3,0,0,2012-12-18,98,58,6,0,36,22,56,4,5,0,11,3,0,0,0,0,0,0,0
3996,13069028,1986,Postgraduate,Married,30773.3,1,1,2014-06-10,96,0,4,0,10,0,118,2,3,0,3,7,0,0,0,0,0,0,0
3997,8150562,1982,Postgraduate,Married,78032.5,0,1,2013-05-09,99,0,38,6,128,24,147,1,9,2,4,5,0,0,0,0,0,0,0
3998,14231933,1980,Undergraduate,Married,44817.0,0,0,2013-11-09,85,0,102,0,11,2,54,2,3,2,6,6,0,0,0,0,0,0,0
3999,414770,1950,Postgraduate,Single,90481.4,0,0,2013-10-05,88,1208,8,178,28,0,46,1,5,7,6,4,0,1,0,0,0,0,0
4000,15114945,1978,Graduate,Together,76002.3,0,0,2013-05-12,38,621,103,20,41,8,46,3,4,2,1,4,0,0,0,0,0,0,0
4001,7188503,1973,Undergraduate,Single,51571.4,1,1,2014-04-27,70,0,3,0,14,0,2,2,2,1,4,11,0,0,0,0,0,1,0
4002,3730772,1979,Graduate,Single,97020.4,1,0,2014-01-10,17,0,84,194,0,0,71,1,2,1,3,5,0,0,0,1,0,0,0
4003,6249377,1987,Postgraduate,Single,34045.9,2,0,2013-05-07,53,244,28,0,108,0,63,1,2,1,4,5,0,0,0,0,0,0,0
4004,5441987,1977,Undergraduate,Divorced,64895.9,1,0,2012-07-30,0,19,3,34,14,2,9,3,3,0,2,6,0,0,0,0,0,0,1
4005,198803,1950,Postgraduate,Married,54024.1,0,1,2013-10-11,64,21,0,0,26,0,32,3,3,4,5,6,0,0,0,0,0,0,0
4006,10633380,1950,Graduate,Married,61376.0,0,0,2012-10-20,66,81,62,43,100,39,54,1,5,4,13,5,0,0,0,0,0,0,0
4007,1172561,1961,Graduate,Single,81969.4,0,0,2013-06-19,74,314,33,340,259,12,135,1,6,7,6,4,0,1,0,0,0,1,0
4008,2356871,1958,Postgraduate,Married,105592.0,0,1,2013-03-25,31,8,0,0,65,2,32,1,4,2,6,6,0,0,0,0,0,0,0
4009,9379411,1991,Undergraduate,Widow,88915.9,0,0,2014-04-03,99,1255,136,97,3,46,48,2,5,3,2,4,0,0,0,0,0,0,1
4010,12772521,1985,Postgraduate,Together,64503.0,1,2,2014-06-03,91,0,5,27,9,0,6,3,2,1,2,7,0,0,0,0,0,0,0
4011,9830934,1965,Postgraduate,Divorced,61674.8,0,0,2012-12-07,99,57,66,560,50,248,16,1,6,7,4,3,0,0,0,0,0,0,1
4012,2273860,1987,Undergraduate,Married,96305.1,0,1,2013-05-21,59,0,40,178,4,0,69,2,6,2,3,7,0,0,0,0,0,0,0
4013,8966636,1968,Postgraduate,Widow,101367.5,0,0,2012-08-07,51,178,65,155,55,13,71,1,11,1,13,6,0,0,0,0,0,0,0
4014,8761539,1974,Graduate,Married,91721.8,0,0,2013-03-14,71,209,33,37,24,84,200,1,4,3,5,4,0,0,0,0,0,0,0
4015,15334396,1981,Graduate,Married,13760.0,1,1,2013-04-04,82,0,2,0,3,0,22,3,3,1,3,6,0,0,0,0,0,0,0
4016,11795752,1952,Graduate,Married,55011.1,0,0,2012-08-10,95,112,15,68,27,205,130,4,4,10,6,4,0,0,0,0,0,0,0
4017,1394381,1965,Postgraduate,Single,91439.7,0,0,2013-05-06,29,1492,0,235,102,176,49,1,7,4,7,4,0,1,0,1,0,0,0
4018,6186585,1955,Postgraduate,Single,109882.9,0,0,2013-11-10,85,190,23,9,40,0,79,4,2,2,4,1,0,0,0,0,0,0,1
4019,4937788,1970,Postgraduate,Divorced,66267.3,0,0,2013-11-09,99,157,22,0,12,27,114,1,7,9,7,9,0,0,0,0,0,0,0
4020,10041272,1951,Graduate,Together,52067.6,2,0,2013-04-06,70,175,0,220,10,2,1,1,8,0,8,4,0,0,0,0,0,0,0
4021,14917414,1971,Postgraduate,Single,41831.3,0,0,2014-02-09,88,56,13,0,42,0,98,1,3,2,3,7,0,0,0,0,0,0,0
4022,11710445,1977,Postgraduate,Together,77354.3,0,0,2012-07-30,74,895,50,227,27,20,47,2,3,12,13,5,0,0,1,0,1,0,0
4023,3027768,1983,Graduate,Together,87560.4,0,0,2013-05-01,5,1084,34,89,67,3,25,1,6,3,10,5,0,1,0,0,0,0,0
4024,15497802,1956,Postgraduate,Together,101233.8,0,0,2013-01-12,19,438,19,799,139,0,224,1,9,9,7,5,0,1,0,0,0,0,0
4025,14574826,1955,Graduate,Together,66961.0,0,0,2013-09-11,87,471,56,0,35,0,190,1,3,2,6,4,0,0,0,0,0,0,0
4026,8587191,1968,Postgraduate,Together,65042.2,0,0,2013-10-31,20,748,35,0,85,91,279,3,4,5,12,5,1,0,0,0,0,1,0
4027,14560685,1955,Undergraduate,Married,79421.8,1,0,2013-10-22,27,0,0,0,31,0,15,1,3,2,9,5,0,0,0,0,0,0,0
4028,1942924,1992,Graduate,Single,111103.7,0,0,2014-02-19,27,55,113,174,42,48,22,1,7,4,6,3,0,0,1,0,0,0,0
4029,9907505,1960,Graduate,Together,112310.5,0,0,2012-07-30,35,200,117,858,38,0,52,1,4,4,6,5,0,0,1,1,0,0,1
4030,3292608,1973,Graduate,Divorced,99237.7,0,0,2014-04-28,5,132,27,89,0,0,240,1,10,5,5,10,0,0,0,0,0,0,0
4031,9909198,1995,Graduate,Divorced,50520.1,1,1,2013-10-14,21,0,8,27,8,8,22,7,3,0,5,5,0,0,0,0,0,0,0
4032,3138043,1967,Postgraduate,Single,54569.7,1,1,2013-07-21,73,0,0,0,5,0,0,4,2,0,3,7,0,0,0,0,0,0,0
4033,1829819,1963,Postgraduate,Married,21844.0,1,0,2014-02-17,99,0,0,0,1,0,11,2,4,0,3,6,0,0,0,0,0,0,0
4034,14328978,1963,Undergraduate,Together,111234.8,1,0,2013-12-30,94,302,28,5,5,12,70,1,10,1,3,6,0,1,0,0,0,0,0
4035,2260807,1995,Undergraduate,Together,46557.3,1,1,2014-06-27,90,5,7,0,0,16,2,3,10,1,6,6,0,0,0,0,0,0,0
4036,10358585,1955,Graduate,Married,33540.3,0,0,2014-02-18,82,174,21,318,75,44,101,1,6,1,4,5,0,0,0,0,0,0,0
4037,445378,1996,Postgraduate,Married,29446.0,0,0,2014-02-09,84,0,0,0,12,0,0,1,5,2,3,6,0,0,0,0,0,0,0
4038,4567326,1984,Undergraduate,Together,26769.4,1,1,2013-07-15,63,0,4,0,17,0,13,3,3,0,4,6,0,0,0,0,0,0,0
4039,13251047,1975,Graduate,Together,105739.5,0,1,2013-07-15,55,907,139,233,64,0,339,1,6,11,10,3,0,1,1,1,0,0,1
4040,38509,1981,Postgraduate,Together,45489.2,0,0,2013-04-15,86,980,2,50,0,38,14,1,3,4,12,4,0,1,0,0,0,0,0
4041,16514206,1956,Undergraduate,Married,19355.3,0,0,2012-09-25,11,0,11,0,11,1,0,2,3,1,4,7,0,0,0,0,0,0,0
4042,4756927,1988,Postgraduate,Together,36956.3,0,0,2014-01-16,7,0,0,0,2,0,21,1,2,1,3,6,0,0,0,0,0,0,0
4043,8853479,1981,Postgraduate,Together,105783.0,0,0,2012-11-04,93,566,125,479,210,0,78,1,6,5,5,4,1,0,1,1,0,0,0
4044,11887766,1967,Graduate,Together,40384.4,1,1,2013-07-09,82,0,0,13,2,0,17,1,3,1,3,5,0,0,0,0,0,0,0
4045,11715768,1967,Postgraduate,Married,83475.4,0,0,2014-05-22,64,1096,12,0,50,0,285,5,5,3,4,7,0,0,0,0,0,0,0
4046,8011790,1963,Undergraduate,Single,104347.6,0,2,2014-01-30,41,346,184,198,32,116,55,1,3,8,13,6,0,0,0,0,0,0,0
4047,4621836,1966,Postgraduate,Together,108119.3,0,0,2013-04-19,99,1492,199,283,142,75,134,1,5,2,9,3,0,1,0,0,0,0,0
4048,16566992,1972,Postgraduate,Together,71593.7,1,0,2013-03-10,76,0,0,0,12,0,18,1,1,0,3,8,0,0,0,0,0,0,0
4049,122889,1993,Postgraduate,Married,25902.9,1,0,2014-04-10,33,0,0,0,8,0,32,4,2,0,2,5,0,0,0,0,0,0,0
4050,3639786,1963,Undergraduate,Together,99376.2,1,1,2014-05-15,47,91,8,1,12,0,5,3,4,5,5,7,0,0,0,0,0,0,0
